480,640
46,3
336,241
329,241
318,241
304,241
289,241
275,240
267,236
262,229
261,215
261,194
274,170
303,142
322,131
336,128
345,127
350,127
355,132
355,159
354,213
342,255
335,276
331,290
329,292
329,272
349,208
377,166
391,152
408,137
420,135
428,136
435,151
441,180
446,211
447,229
449,238
450,243
457,243
469,240
480,233
501,226
519,224
540,225
549,231
556,238
557,241
